UUID,type,type_id,category,category_id
61c29aa0-7647-49a3-81f0-72bd8e0798c0,ESP32,0,microcontrolador,0
2a4094ff-5ccf-4b21-9e0b-83711ca57144,ESP32,0,microcontrolador,0
89ce9d86-bd8a-448e-b3cd-72aff7957e90,ESP32,0,microcontrolador,0
6cb907c3-10f3-4f29-84ec-f8fa66b034de,ESP32,0,microcontrolador,0
fca951bd-0f26-4762-847f-25bb22f342b0,ESP32,0,microcontrolador,0
e6e903ea-b086-45c3-b9ca-897c9782039c,ESP32,0,microcontrolador,0
84d34d50-261f-4bbb-9901-1b1ef9ed70dd,ESP32,0,microcontrolador,0
bfa21eba-2cab-4ef6-9209-2dde0307a887,ESP32,0,microcontrolador,0
747011ad-32dc-41f0-a3fc-b9243cdade94,ESP32,0,microcontrolador,0
3a933d3b-755b-4055-876d-678eb5ec7469,ESP32,0,microcontrolador,0
5f0ee2d5-67fe-41ea-86c1-bef5688bb4a5,ESP32,0,microcontrolador,0
68b628b0-c8de-4e1a-95c9-a9e9db79c8da,ESP32,0,microcontrolador,0
dc110a55-7802-4c90-80c8-df85aae8aaff,ESP32,0,microcontrolador,0
729052f4-92ab-4eb6-a731-087c6e6ff259,ESP32,0,microcontrolador,0
7e3574bc-a51e-4c2d-84f4-f72b50f61826,ESP32,0,microcontrolador,0
c4d604ed-39a9-4add-943b-eeaa47764b02,ESP32,0,microcontrolador,0
5fe214e8-f7c8-4f3c-b446-6880386d0e03,ESP32,0,microcontrolador,0
3d6616de-425e-4650-9888-dbedae4cc053,ESP32,0,microcontrolador,0
6fc3739d-b835-4d36-a8ca-d28790592c65,ESP32,0,microcontrolador,0
82d4c597-7c5c-4633-a3d7-146fca78357e,ESP32,0,microcontrolador,0
df0c1e03-bcd7-45fb-b0fe-83230b3cd203,ESP32,0,microcontrolador,0
1e1ed84d-05e6-4a45-9168-ce433faeb5c8,ESP32,0,microcontrolador,0
4ae9a768-0bed-40da-b5cd-beac3f752109,ESP32,0,microcontrolador,0
bc36bf72-626e-411e-be4e-8f22826892fc,ESP32,0,microcontrolador,0
23c60766-fad2-48fe-a41d-356e51831893,ESP32,0,microcontrolador,0
8df8f1f4-1596-40fa-a3d9-4cd523247646,ESP32,0,microcontrolador,0
b4842b1f-7ab5-402e-9f17-99bc4ecdabfd,ESP32,0,microcontrolador,0
b66fdc24-1073-4721-b206-a9881d490be6,ESP32,0,microcontrolador,0
aa1e8c50-8900-481f-9bea-9242328ffc4a,ESP32,0,microcontrolador,0
a5e7a52f-fe0c-4948-bd71-1afcd1e73d75,ESP32,0,microcontrolador,0
1879a8f8-702c-44d2-a062-2038f6d8bd65,ESP32,0,microcontrolador,0
22bc8539-3c9c-4407-94fb-4889a8a1f301,ESP32,0,microcontrolador,0
932629cf-28c4-4230-b758-9376997bc42b,ESP32,0,microcontrolador,0
37048f97-fca0-43c9-97ee-4eddb25d051d,ESP32,0,microcontrolador,0
d408db58-6ca8-4e60-ba37-74177b574bae,ESP32,0,microcontrolador,0
7efd4d18-59b7-484d-a6a4-77421d266ea7,ESP32,0,microcontrolador,0
052832dc-e707-4452-b533-b0cb2a4432fe,ESP32,0,microcontrolador,0
3df61485-cc39-4ab5-aedb-c48b1bbd2a77,ESP32,0,microcontrolador,0
899187b9-7ee3-43f0-8e95-445ef305502f,ESP32,0,microcontrolador,0
969d60c2-13a8-499b-9444-c8833c3c9d13,ESP32,0,microcontrolador,0
c7638d51-9e07-4b2c-8002-bb5e8224717b,ESP32,0,microcontrolador,0
501886fd-7683-49d8-8001-0f2f5c0e9c88,ESP32,0,microcontrolador,0
3f0d22e0-bca9-4e5f-aaaa-b6db2fe4e78c,ESP32,0,microcontrolador,0
02665d7d-8bca-4f79-9927-040c6a404bc6,ESP32,0,microcontrolador,0
a1f19e89-3034-4ec9-a063-2180c9091dff,ESP32,0,microcontrolador,0
64a6f6ff-4e3c-4b87-9f1b-e498bae9560a,ESP32,0,microcontrolador,0
5e584cd5-dda1-4081-be38-0b3769089cd8,ESP32,0,microcontrolador,0
ec155f8b-07b1-44db-9e87-3cfecf01055e,ESP32,0,microcontrolador,0
557d9283-ea51-444e-b245-eafb652db2e2,ESP32,0,microcontrolador,0
6d2cd94d-7748-4f90-bacb-5f7e19215b59,ESP32,0,microcontrolador,0
fc2914a0-7a7c-41d3-aad8-85dcbb56f671,ESP32,0,microcontrolador,0
02dc444d-9239-4391-96a2-4a7c20c88aaa,ESP32,0,microcontrolador,0
7609b3b4-7cca-4b2e-be0f-e2c1b2ca545a,ESP32,0,microcontrolador,0
f1faeaf4-424e-4c4c-b933-65275b95b110,ESP32,0,microcontrolador,0
c7f55e45-f2fc-4fed-a659-168ebb16be81,ESP32,0,microcontrolador,0
d862280a-cd6c-4356-959f-79f41fe66482,ESP32,0,microcontrolador,0
8a3e7080-5f2c-48de-a7ad-2eab3513c53a,ESP32,0,microcontrolador,0
48222df6-dea3-4d6c-a719-515c6cdec7ee,ESP32,0,microcontrolador,0
e02658f4-3332-4b09-ad63-7452c3ffa8de,ESP32,0,microcontrolador,0
2e027327-ad62-49c4-b6b1-cd015b41a2ec,ESP32,0,microcontrolador,0
c3a63621-1bac-4d3b-9673-bb260a4f5126,ESP32,0,microcontrolador,0
08c3a73c-b55a-45ac-9321-6ff3b123dcaa,ESP32,0,microcontrolador,0
9ac9706d-6272-477b-b332-9eec2554b4b0,ESP32,0,microcontrolador,0
4af7450b-979a-4032-a158-db5b3d341d17,ESP32,0,microcontrolador,0
e09a0c05-a4b9-4c4b-822d-f57508d60678,ESP32,0,microcontrolador,0
faf3819e-9d39-4e51-9e4c-40871229ebb5,ESP32,0,microcontrolador,0
80c0ce20-aea5-4251-bed6-8f6825647dc2,ESP32,0,microcontrolador,0
8e9b05fe-d79c-430c-9b85-ddd4cc90a38a,ESP32,0,microcontrolador,0
29cf73d5-d86b-492c-a4da-2a4128230666,ESP32,0,microcontrolador,0
fb813f44-abe7-492c-918e-623892c05e01,ESP32,0,microcontrolador,0
99b92edb-9843-4f21-85cc-9c8fce9a69ad,ESP32,0,microcontrolador,0
8d784ed6-b7d4-4318-a229-ba801e05ecd7,ESP32,0,microcontrolador,0
8cda86df-1bf8-4dc6-9b8a-c2b55623e5fb,ESP32,0,microcontrolador,0
c5e205d9-2d59-4eba-b94b-4943fd306fae,ESP32,0,microcontrolador,0
9a353102-8c31-455a-8f93-08e5bd7e68df,ESP32,0,microcontrolador,0
7ad54ee4-c8de-4402-80ca-88e1061885b6,ESP32,0,microcontrolador,0
9cd69f81-14da-4710-9ef7-18fe658cd705,ESP32,0,microcontrolador,0
7dd57b63-861e-4cf3-a1ce-32fae626ff7b,ESP32,0,microcontrolador,0
e0bac3b2-3929-4c82-994b-aa7c789985b0,ESP32,0,microcontrolador,0
d6b3196f-0c15-4a45-a6b7-200ef118f17b,ESP32,0,microcontrolador,0
244c376d-39d3-44c5-aee7-6bf086212ef1,ESP32,0,microcontrolador,0
1c9cb484-e42b-49d0-bcef-37b639105fb1,ESP32,0,microcontrolador,0
0bbb2d23-9fa6-4597-93af-914f2082c433,ESP32,0,microcontrolador,0
a5b723f0-0a9a-4222-a9c1-cb463a7522e9,ESP32,0,microcontrolador,0
b105ea4c-33e4-416f-b533-3e78be037f9f,ESP32,0,microcontrolador,0
e4b36e20-9622-4d04-b04d-096fc55407c8,ESP32,0,microcontrolador,0
67736b09-6931-4166-a59d-e99b99a9cc0e,ESP32,0,microcontrolador,0
3d4ac4cd-3658-4cb2-ad86-e7a8da414675,ESP32,0,microcontrolador,0
f055c9d7-484f-4a75-a393-423c0cba0f28,ESP32,0,microcontrolador,0
40dca1c0-46d1-4732-83c3-3536cded7af7,ESP32,0,microcontrolador,0
8e0ca87c-5145-427f-ba39-53d38041cb09,ESP32,0,microcontrolador,0
6eb8174c-1d2c-4a8c-ab37-1002ea840d85,ESP32,0,microcontrolador,0
25284142-8bed-4ac2-96fa-40a4bb59f59b,ESP32,0,microcontrolador,0
6ffdb420-081f-48c2-b346-72c4ff900307,ESP32,0,microcontrolador,0
89ff25f7-67a5-4da9-8776-a1f9f4722eb2,ESP32,0,microcontrolador,0
f9adc521-adce-4abb-b9e8-5d658221c59f,ESP32,0,microcontrolador,0
0b59ceb5-0918-4049-b3a6-5321e082d072,ESP32,0,microcontrolador,0
8ac39d9a-22ad-4607-a5b1-9866e1ecb9b1,ESP32,0,microcontrolador,0
28f18b9c-b6aa-4c24-a6bb-0f174758910d,ESP32,0,microcontrolador,0
7272e9c9-9818-42c4-a320-5e62acd72891,ESP32,0,microcontrolador,0
b08af174-3d57-4960-a154-1ae5f29560b2,ESP32,0,microcontrolador,0
0a0b5290-0ced-4c04-b3fc-c7eecb101967,ESP32,0,microcontrolador,0
0cd0ba76-88e2-4946-b2cf-b82aa509f7c1,ESP32,0,microcontrolador,0
332e179e-057c-4db8-818b-cc6511fffda2,ESP32,0,microcontrolador,0
c82b05d8-66c1-420a-9bc4-89a2b11b30ec,ESP32,0,microcontrolador,0
6dbbb7a3-58d9-4357-876b-76dc2aa3432f,ESP32,0,microcontrolador,0
0a7f03d6-f0ec-48a5-b0ca-33323507f5f4,ESP32,0,microcontrolador,0
ccf0aa77-7438-44f4-8313-8492e3455582,ESP32,0,microcontrolador,0
195eed1d-6457-4e80-9dd8-c1ecba07304d,ESP32,0,microcontrolador,0
e48d70f2-0839-4fee-9d26-a358d927c0d2,ESP32,0,microcontrolador,0
51d86767-00c4-447b-813f-72030f3ca670,ESP32,0,microcontrolador,0
2bb4a4f8-0e5a-4db2-bbb5-22b311a9c8e2,ESP32,0,microcontrolador,0
67a6753e-c9d6-4a75-b467-769f785a1956,ESP32,0,microcontrolador,0
4ffcdd24-8107-44c8-a240-69b7848d6569,ESP32,0,microcontrolador,0
39ded7b0-5422-4267-afcd-2cb22418f09e,ESP32,0,microcontrolador,0
ec02a07c-a9ce-42b3-8014-c7c67a07ad0d,ESP32,0,microcontrolador,0
6fa3bb84-7ad8-403d-978b-dbbe39397381,ESP32,0,microcontrolador,0
2455301a-1856-408f-88a6-e9955c5c4a35,ESP32,0,microcontrolador,0
7646667c-527a-44b0-94c6-49980ae2c9b7,ESP32,0,microcontrolador,0
64bc7d7a-34d1-446a-bfd6-09e7a6446920,ESP32,0,microcontrolador,0
8d722280-a06b-40b1-a3aa-cb444c358cda,ESP32,0,microcontrolador,0
f14ea9a8-4c0d-4763-8c91-a993aee8f602,ESP32,0,microcontrolador,0
16b4b048-1737-44c6-b9a7-42b5ea5cff5c,ESP32,0,microcontrolador,0
f302366f-b863-41dd-a94b-91af0b7f12e5,ESP32,0,microcontrolador,0
19004766-6488-4d5e-bf5b-7e55b2b541a4,ESP32,0,microcontrolador,0
d084a457-cf0b-4d41-9908-56d7b46978a5,ESP32,0,microcontrolador,0
9a405ddb-38fa-497d-b3f7-5b1f5cc16c70,ESP32,0,microcontrolador,0
9eaa615d-af4b-49c9-8ffa-f5571e1fea78,ESP32,0,microcontrolador,0
62a0b8fa-baed-4f22-89fe-093411593e2d,ESP32,0,microcontrolador,0
e8b5bb46-cdf7-403b-8a48-60b301fbbbf3,ESP32,0,microcontrolador,0
2e0942bd-b618-4f4f-95ea-a92010b5fcef,ESP32,0,microcontrolador,0
97222fb1-3c77-4857-87bf-27fbe4505c3a,ESP32,0,microcontrolador,0
553efa5c-1b1f-4fc9-962d-6cf2f61ea04f,ESP32,0,microcontrolador,0
9b9cbdaa-6dc1-4bab-8560-608bc776fb57,ESP32,0,microcontrolador,0
3855c94c-7374-454f-b82a-e6ccfff3dc66,ESP32,0,microcontrolador,0
f57fbeb1-97c1-4d09-82e5-ff177a750bb7,ESP32,0,microcontrolador,0
a4170d68-761a-438f-b6b0-45252254878a,ESP32,0,microcontrolador,0
3d896d33-d57a-4d10-8980-368d84428ceb,ESP32,0,microcontrolador,0
f5e8e04a-e867-4f41-9fca-709ece4fc118,ESP32,0,microcontrolador,0
d3110c6b-b2c8-48e2-90ac-6e5da33abe7d,ESP32,0,microcontrolador,0
3cd2de1b-34bd-4dc5-91de-2821d59e9c9e,ESP32,0,microcontrolador,0
98af22d7-b3ee-49bc-9701-d7d7c5a63fcf,ESP32,0,microcontrolador,0
bdea0836-1c0f-4f1f-b0aa-aee1e9839b86,ESP32,0,microcontrolador,0
ff265754-f15b-49d3-b5f7-6e89f9d882e1,ESP32,0,microcontrolador,0
65d69333-02a9-4e21-8101-e58a71057d25,ESP32,0,microcontrolador,0
d5d92583-0ab4-4c16-94d6-df71a0218d5e,ESP32,0,microcontrolador,0
5a1be267-bd3d-4c4e-843e-3f1a7de56c45,ESP32,0,microcontrolador,0
14a11550-6d41-4874-b2ae-0a53d2396f07,ESP32,0,microcontrolador,0
cf9fc285-a99b-4ebb-98b4-bb784fccb47d,ESP32,0,microcontrolador,0
84f141c1-7d34-474b-8d75-7f35094dc4c0,ESP32,0,microcontrolador,0
dbed9061-a81b-44e3-92b6-0ef0d087042d,ESP32,0,microcontrolador,0
96e39631-8be8-4c2e-8223-2211c7ac412c,ESP32,0,microcontrolador,0
5faf7f91-62c4-4339-b22e-08dc39234927,ESP32,0,microcontrolador,0
0c7c3420-b311-4332-a5a8-bd689d1c0a41,ESP32,0,microcontrolador,0
bd7e64b0-1e68-4fd0-b9c0-af0af980bc7d,ESP32,0,microcontrolador,0
2c81a1f0-505e-439f-b0eb-debec123a503,ESP32,0,microcontrolador,0
73acb95f-2268-40de-8747-09d0f9ac13a3,ESP32,0,microcontrolador,0
a06a9d23-2901-482d-8bdf-88b1c1c7166c,ESP32,0,microcontrolador,0
6d69bd9d-2e9c-4fe9-a902-9d78a8b4f4ea,ESP32,0,microcontrolador,0
a85f1705-39d4-45e9-b91c-833df7c8fb8d,ESP32,0,microcontrolador,0
50240ba2-41b3-4ba8-88a5-0db24044c262,ESP32,0,microcontrolador,0
f444fded-1012-4706-a5f7-734c11e26629,ESP32,0,microcontrolador,0
d14eac54-58f6-4132-82af-0b5cd5462cb8,ESP32,0,microcontrolador,0
9444ba95-e3fa-4984-911c-7e2083369973,ESP32,0,microcontrolador,0
3552d35c-97a1-4b64-8a41-d604db0f1f16,ESP32,0,microcontrolador,0
65926722-cb4c-4801-94b5-118fe729c0a8,ESP32,0,microcontrolador,0
78209be7-ad83-4516-abe7-e397081a0d6d,ESP32,0,microcontrolador,0
1484db23-4099-44a0-9801-a0d1db1ae0ca,ESP32,0,microcontrolador,0
dba5f63d-9111-420a-8cee-778cde0c072e,ESP32,0,microcontrolador,0
cd1888a6-cdbe-4d68-abce-bbf22bca3460,ESP32,0,microcontrolador,0
e1cfca56-8baa-4305-9996-8c5478ba0fae,ESP32,0,microcontrolador,0
c675f4cb-886c-4170-b727-59bb54850b7e,ESP32,0,microcontrolador,0
925426e2-2eae-443c-aa99-405940f4acbf,ESP32,0,microcontrolador,0
d62043a5-cb4f-4b02-bcdc-a068691aee54,ESP32,0,microcontrolador,0
a713d691-5472-4478-b847-c4fb68195d74,ESP32,0,microcontrolador,0
63a7a1cd-85b7-4c95-8d15-e4ed4b5726da,ESP32,0,microcontrolador,0
65b9c258-d245-41b7-9f5d-6e2cc2ecb649,ESP32,0,microcontrolador,0
a8483e80-cf19-4f14-8520-d4b29c074922,ESP32,0,microcontrolador,0
57cae5f0-afb4-4f10-8dd3-84009f55950e,ESP32,0,microcontrolador,0
76e30816-4ce0-4f17-9108-7bf361622465,ESP32,0,microcontrolador,0
cc63b468-40a6-4cae-b24b-989e2b50ef32,ESP32,0,microcontrolador,0
9b6e4d2d-431f-4435-9c64-163db88b11e3,ESP32,0,microcontrolador,0
3333032b-54be-4f73-a458-5b55fdb045a1,ESP32,0,microcontrolador,0
fed80cad-3056-47d6-8ff6-6f45eb6fc799,ESP32,0,microcontrolador,0
7132582c-2d90-4dfe-b6ac-899b2f9217ac,ESP32,0,microcontrolador,0
c975cc1c-6325-40a4-a347-e5e8655d42ea,ESP32,0,microcontrolador,0
825d059a-d442-4c7b-9ca0-3a8c7c2099d0,ESP32,0,microcontrolador,0
0ba7f941-a4b1-4991-ad7d-827c535c2ef1,ESP32,0,microcontrolador,0
ebe80020-661e-4377-9a6b-25bc89f9f2de,ESP32,0,microcontrolador,0
27885f22-a936-4183-8e38-c0872cc34332,ESP32,0,microcontrolador,0
e94b8996-655f-4950-b048-15b469c60be1,ESP32,0,microcontrolador,0
2a94d838-a34d-48c6-aa14-d9ba6497a8a7,ESP32,0,microcontrolador,0
f9ba9ed1-ee24-4419-8836-ce1523d719bb,ESP32,0,microcontrolador,0
68494f7f-2472-421d-b1ba-2fc2253cbf0d,ESP32,0,microcontrolador,0
8350949f-356f-42a4-9f3e-08b0a45f5f83,ESP32,0,microcontrolador,0
39d72cff-1b1e-4b61-835d-67dc0db30ce4,ESP32,0,microcontrolador,0
5b2c2e44-f380-49ff-a1c9-561e6d62ba93,ESP32,0,microcontrolador,0
558aedb1-b0de-4b2e-b0be-74f5c4458582,ESP32,0,microcontrolador,0
476f38e8-cdef-404d-9baa-ac170e085904,ESP32,0,microcontrolador,0
c7e5d77d-1b6e-40a4-94ec-146fd3bcc582,ESP32,0,microcontrolador,0
3d97e605-723d-449e-a077-10961e556668,ESP32,0,microcontrolador,0
e8aa3609-9066-41a1-8976-8571527224ea,ESP32,0,microcontrolador,0
a04f885b-12cc-4049-9d30-9c0d617b1e61,ESP32,0,microcontrolador,0
267497d5-984c-4721-b960-8f6e229ee706,ESP32,0,microcontrolador,0
13b55171-2b29-4903-8a54-a66f0fb97a98,ESP32,0,microcontrolador,0
c65b88db-269f-4a25-8c6f-00345e438b14,ESP32,0,microcontrolador,0
ed95c9ed-321e-4a6f-98ee-a20751d2c099,ESP32,0,microcontrolador,0
7ec8d6c5-a7ac-465c-891b-cd3261e8a5c7,ESP32,0,microcontrolador,0
040b68d4-6895-411b-b34d-1a1eafe96277,ESP32,0,microcontrolador,0
5d46f39d-ea53-4dd9-af3b-09f9db286a4b,ESP32,0,microcontrolador,0
6244efe8-01b8-45f0-a41c-62f454150a80,ESP32,0,microcontrolador,0
309bb8c4-8db0-437a-8415-c8911143e542,ESP32,0,microcontrolador,0
278e03eb-7411-4054-9bee-e1169c28e4b8,ESP32,0,microcontrolador,0
6e22e843-5bde-4c2a-a52c-c5631f5122ba,ESP32,0,microcontrolador,0
d4537dc9-cc30-4109-82a4-c1984962740a,ESP32,0,microcontrolador,0
f4b37afe-cff3-44e0-8e60-2c6e4f1604af,ESP32,0,microcontrolador,0
119bb75b-4ead-4e95-932a-59e5cdd91c67,ESP32,0,microcontrolador,0
c406d709-b9f8-465a-a0fe-00d198654121,ESP32,0,microcontrolador,0
208447ff-9019-402b-a17a-c1fb396e0615,ESP32,0,microcontrolador,0
6ae5c609-d866-444c-bf7e-703a8ee2f887,ESP32,0,microcontrolador,0
f3a4a6e8-fead-4aed-99f3-aca6c101a448,ESP32,0,microcontrolador,0
3e4ba114-75c7-4659-9be2-9a7d6119bd45,ESP32,0,microcontrolador,0
f96e0b11-f5e9-419f-8d27-26495caed7b4,ESP32,0,microcontrolador,0
a9e815fd-b8fe-4327-9187-8e4c8cd6686a,ESP32,0,microcontrolador,0
a88a2dd6-5fd1-4b58-980e-ae3a031eefde,ESP32,0,microcontrolador,0
86663f6b-15d9-4926-98ac-0706d151984a,ESP32,0,microcontrolador,0
ac7e304b-93e5-4868-93b4-b7ac5fae0e0c,ESP32,0,microcontrolador,0
a02356bb-e6ec-48d1-9603-44483930c325,ESP32,0,microcontrolador,0
2bb4cc89-51f0-4779-a49c-47dff26b68d3,ESP32,0,microcontrolador,0
b071be12-922e-470a-b1e2-83dd6257969c,ESP32,0,microcontrolador,0
da7be3d4-03fd-4eac-aef6-933b4a835444,ESP32,0,microcontrolador,0
1cd98de7-2eec-412a-af4c-d735124e235e,ESP32,0,microcontrolador,0
6a750fb8-a850-4ddc-8835-3d89843fa877,ESP32,0,microcontrolador,0
05305d34-8e7a-4561-8378-7410446e3f8c,ESP32,0,microcontrolador,0
b06f64a5-c9aa-4a97-a28e-cf36fe9bd420,ESP32,0,microcontrolador,0
568c9775-6f60-4c6e-b618-8b8ab4c008b4,ESP32,0,microcontrolador,0
20e2bebe-8e04-4e00-9836-c886c55c23a0,ESP32,0,microcontrolador,0
30d3a952-0275-4573-92d5-102005de975c,ESP32,0,microcontrolador,0
2d823c99-e1b7-49a1-8ccb-39ce930691b3,ESP32,0,microcontrolador,0
b9272a87-43f3-4adc-9057-27e910cef410,ESP32,0,microcontrolador,0
